protein_id	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_014907738.1	G	Protein of unknown function (DUF3131)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3131
WP_014907739.1	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	"CHASE8,GAF_2,HAMP,HATPase_c,HisKA,Hpt,PAS_3,PAS_4,PAS_7,PAS_9,Response_reg"
WP_014907740.1	S	reductase	-	-	1.1.1.307	ko:K17743	"ko00040,ko01100,map00040,map01100"	-	"R01431,R09477"	RC00133	"ko00000,ko00001,ko01000"	-	-	-	Aldo_ket_red
WP_014907741.1	S	X-Pro dipeptidyl-peptidase (S15 family)	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	"Abhydrolase_1,DLH,Peptidase_S15"
WP_014907745.1	S	type VI secretion protein	-	-	-	ko:K11901	"ko02025,map02025"	M00334	-	-	"ko00000,ko00001,ko00002,ko02044"	3.A.23.1	-	-	T6SS_VipA
WP_014907750.1	M	Belongs to the mandelate racemase muconate lactonizing enzyme family	ycjG	"GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855"	"5.1.1.20,5.5.1.1"	"ko:K01856,ko:K19802"	"ko00361,ko00362,ko00364,ko00623,ko01100,ko01120,ko01220,map00361,map00362,map00364,map00623,map01100,map01120,map01220"	M00568	"R05300,R05390,R06989,R08116,R09229,R10938"	"RC00903,RC01038,RC01108,RC01321,RC01356,RC03309"	"ko00000,ko00001,ko00002,ko01000"	-	-	"iEC042_1314.EC042_1441,iECUMN_1333.ECUMN_1620"	"MR_MLE_C,MR_MLE_N"
WP_014907752.1	G	Catalyzes the fromation of N-acetyl-D-glucosamine and N-acetyl-D-glucosamine-6-phosphate from diacetylchitobiose-6-phosphate	chbF	-	3.2.1.86	ko:K01222	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	GT4	-	"Glyco_hydro_4,Glyco_hydro_4C"
WP_014907753.1	S	UPF0283 membrane protein	ycjF	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	ko:K08990	-	-	-	-	ko00000	-	-	-	DUF697
WP_014907754.1	G	Quinolone resistance protein	norB	-	-	ko:K08170	-	M00702	-	-	"ko00000,ko00002,ko01504,ko02000"	"2.A.1.3.23,2.A.1.3.59"	-	-	MFS_1
WP_014907755.1	K	"helix_turn_helix, arabinose operon control protein"	-	-	-	-	-	-	-	-	-	-	-	-	HTH_18
WP_014907756.1	K	transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	HTH_31
WP_014907757.1	GM	Nad-dependent epimerase dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	"Epimerase,NAD_binding_10"
WP_014907759.1	U	Belongs to the purine-cytosine permease (2.A.39) family	fcy21	-	-	ko:K03457	-	-	-	-	ko00000	2.A.39	-	-	Transp_cyt_pur
WP_014907760.1	S	protein conserved in bacteria	ydjR	-	-	ko:K09975	-	-	-	-	ko00000	-	-	-	HutD
WP_014907761.1	S	protein conserved in bacteria	yciW	-	-	-	-	-	-	-	-	-	-	-	CMD
WP_014907762.1	F	Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)	pyrF	"GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	4.1.1.23	ko:K01591	"ko00240,ko01100,map00240,map01100"	M00051	R00965	RC00409	"ko00000,ko00001,ko00002,ko01000"	-	-	"iECO103_1326.ECO103_1444,iECSF_1327.ECSF_1264,iSFV_1184.SFV_1294,iSF_1195.SF1285,iSFxv_1172.SFxv_1457,iS_1188.S1368,ic_1306.c1750"	OMPdecase
WP_014907768.1	S	Metal-dependent phosphoesterases (PHP family)	trpH	"GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004532,GO:0004534,GO:0004536,GO:0004540,GO:0005488,GO:0006139,GO:0006259,GO:0006521,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008252,GO:0008409,GO:0009987,GO:0010565,GO:0016070,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016796,GO:0016895,GO:0016896,GO:0019222,GO:0030145,GO:0031323,GO:0033238,GO:0034641,GO:0035312,GO:0042578,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0062012,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:0090357,GO:0090501,GO:0090503,GO:0140097,GO:0140098,GO:1901360"	3.1.3.97	ko:K07053	-	-	"R00188,R11188"	RC00078	"ko00000,ko01000"	-	-	-	PHP
WP_014907769.1	F	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)	trpD	"GO:0000162,GO:0003674,GO:0003824,GO:0003921,GO:0003922,GO:0004048,GO:0004049,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005950,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0016829,GO:0016830,GO:0016833,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0032991,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042401,GO:0042430,GO:0042435,GO:0042451,GO:0042455,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046129,GO:0046219,GO:0046390,GO:0046394,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657,GO:1901659,GO:1902494"	"2.4.2.18,4.1.3.27"	"ko:K00766,ko:K13497"	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00023	"R00985,R00986,R01073"	"RC00010,RC00440,RC02148,RC02414"	"ko00000,ko00001,ko00002,ko01000"	-	-	"iSBO_1134.SBO_1803,iSbBS512_1146.SbBS512_E1488,iYL1228.KPN_01256"	"GATase,Glycos_trans_3N,Glycos_transf_3"
WP_014907770.1	E	Belongs to the TrpC family	trpC	"GO:0000162,GO:0003674,GO:0003824,GO:0004425,GO:0004640,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"4.1.1.48,5.3.1.24"	ko:K13498	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00023	"R03508,R03509"	"RC00944,RC00945"	"ko00000,ko00001,ko00002,ko01000"	-	-	"iPC815.YPO2205,iSBO_1134.SBO_1804,iSDY_1059.SDY_1330"	"IGPS,PRAI"
WP_014907772.1	IQ	short-chain dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	"adh_short,adh_short_C2"
WP_014907774.1	S	UPF0259 membrane protein	yciC	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	-	-	-	-	-	-	-	-	-	UPF0259
WP_014907776.1	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	kduD	-	1.1.1.127	ko:K00065	"ko00040,map00040"	-	R01542	RC00089	"ko00000,ko00001,ko01000"	-	-	-	adh_short_C2
WP_014907780.1	L	Nuclease subunit of the excinuclease complex	cho	"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009380,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016787,GO:0016788,GO:0031668,GO:0032991,GO:0033554,GO:0033683,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1902494,GO:1905347,GO:1905348,GO:1990391"	-	ko:K05984	-	-	-	-	"ko00000,ko01000,ko03400"	-	-	-	GIY-YIG
WP_014907781.1	NPTU	"P pilus assembly Cpx signaling pathway, periplasmic inhibitor zinc-resistance associated protein"	spy	"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006457,GO:0008150,GO:0009987,GO:0010033,GO:0014070,GO:0030288,GO:0030313,GO:0031975,GO:0042221,GO:0042597,GO:0044464,GO:0050896,GO:0051082,GO:0061077,GO:1990507"	-	ko:K06006	-	-	-	-	"ko00000,ko03110"	-	-	-	LTXXQ
WP_014907782.1	E	Belongs to the AspA AstE family. Succinylglutamate desuccinylase subfamily	astE	"GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006525,GO:0006527,GO:0006807,GO:0008150,GO:0008152,GO:0009017,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606"	3.5.1.96	ko:K05526	"ko00330,ko01100,map00330,map01100"	-	R00411	"RC00064,RC00090"	"ko00000,ko00001,ko01000"	-	-	"iAPECO1_1312.APECO1_813,iECABU_c1320.ECABU_c20010,iECED1_1282.ECED1_1946,iECOK1_1307.ECOK1_1864,iECS88_1305.ECS88_1796,iUMN146_1321.UM146_08430,iUTI89_1310.UTI89_C1939,ic_1306.c2144"	AstE_AspA
WP_014907783.1	E	arginine N-succinyltransferase	astA	-	2.3.1.109	ko:K00673	"ko00330,ko01100,map00330,map01100"	-	R00832	"RC00004,RC00064"	"ko00000,ko00001,ko01000"	-	-	iE2348C_1286.E2348C_1875	AstA
WP_014907784.1	P	SNARE associated Golgi protein	ydjX	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	-	-	-	-	-	-	-	-	-	"Rhodanese,SNARE_assoc"
WP_014907785.1	S	transport system periplasmic component	ynjB	-	-	ko:K05777	-	M00192	-	-	"ko00000,ko00002,ko02000"	-	-	-	SBP_bac_8
WP_014907787.1	M	sulfurtransferase	ynjE	"GO:0003674,GO:0003824,GO:0016740,GO:0016782,GO:0016783"	2.8.1.11	ko:K21028	"ko04122,map04122"	-	R07461	-	"ko00000,ko00001,ko01000"	-	-	-	Rhodanese
WP_014907788.1	C	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	Z012_00830	-	-	-	-	-	-	-	-	-	-	-	"ADH_N,ADH_zinc_N,ADH_zinc_N_2"
WP_014907789.1	C	Nitroreductase	ydjA	"GO:0000166,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0010181,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0097159,GO:0097367,GO:1901265,GO:1901363"	-	-	-	-	-	-	-	-	-	-	Nitroreductase
WP_014907790.1	OU	Signal peptide peptidase	sppA	"GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006465,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0010467,GO:0016020,GO:0016021,GO:0016485,GO:0016787,GO:0019538,GO:0031224,GO:0031226,GO:0034641,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0051604,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564"	-	ko:K04773	-	-	-	-	"ko00000,ko01000,ko01002"	-	-	-	Peptidase_S49
WP_014907793.1	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	"HTH_1,LysR_substrate"
WP_014907795.1	IQ	Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases)	-	-	1.1.1.100	"ko:K00059,ko:K18335"	"ko00051,ko00061,ko00333,ko00780,ko01040,ko01100,ko01120,ko01130,ko01212,map00051,map00061,map00333,map00780,map01040,map01100,map01120,map01130,map01212"	"M00083,M00572"	"R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R10690,R11671"	"RC00029,RC00089,RC00117"	"ko00000,ko00001,ko00002,ko01000,ko01004"	-	-	-	adh_short_C2
WP_014907796.1	M	Glycosyltransferase family 9 (heptosyltransferase)	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_9
WP_014907798.1	P	Major facilitator superfamily	yeaN	"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0071944"	-	ko:K03449	-	-	-	-	"ko00000,ko02000"	2.A.1.17	-	-	MFS_1
WP_014907799.1	F	CTP synthase	pyrG2	-	6.3.4.2	ko:K01937	"ko00240,ko01100,map00240,map01100"	M00052	"R00571,R00573"	"RC00010,RC00074"	"ko00000,ko00001,ko00002,ko01000"	-	-	-	GATase
WP_014907835.1	G	"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate"	tktA	"GO:0000302,GO:0003674,GO:0003824,GO:0004802,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006098,GO:0006139,GO:0006355,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009635,GO:0009636,GO:0009719,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010035,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016740,GO:0016744,GO:0019219,GO:0019222,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0019842,GO:0030145,GO:0030976,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0033554,GO:0034599,GO:0034614,GO:0034641,GO:0035690,GO:0036094,GO:0036245,GO:0042221,GO:0042493,GO:0042542,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0046496,GO:0046677,GO:0046872,GO:0046914,GO:0048037,GO:0048518,GO:0048522,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051156,GO:0051171,GO:0051173,GO:0051186,GO:0051252,GO:0051254,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0070301,GO:0070887,GO:0071236,GO:0071310,GO:0071417,GO:0071495,GO:0071704,GO:0072524,GO:0072747,GO:0072756,GO:0080090,GO:0097159,GO:0097237,GO:1901135,GO:1901322,GO:1901360,GO:1901363,GO:1901562,GO:1901564,GO:1901654,GO:1901655,GO:1901681,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141"	2.2.1.1	ko:K00615	"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230"	"M00004,M00007,M00165,M00167"	"R01067,R01641,R01830,R06590"	"RC00032,RC00226,RC00571,RC01560"	"ko00000,ko00001,ko00002,ko01000"	-	-	"iSDY_1059.SDY_3141,iYL1228.KPN_01127,iYL1228.KPN_02799"	"Transket_pyr,Transketolase_C,Transketolase_N"
WP_014907836.1	G	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	tal	-	2.2.1.2	ko:K00616	"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230"	"M00004,M00007"	R01827	"RC00439,RC00604"	"ko00000,ko00001,ko00002,ko01000"	-	-	iYL1228.KPN_02798	TAL_FSA
WP_014907839.1	M	Lipoprotein releasing system transmembrane protein	lolE	"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008104,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0034613,GO:0044425,GO:0044459,GO:0044464,GO:0044872,GO:0044873,GO:0044874,GO:0051179,GO:0051641,GO:0070727,GO:0071944,GO:0072657,GO:0098796,GO:0098797"	-	ko:K09808	"ko02010,map02010"	M00255	-	-	"ko00000,ko00001,ko00002,ko02000"	3.A.1.125	-	-	"FtsX,MacB_PCD"
WP_014907843.1	H	Receptor	iutA	-	-	ko:K02014	-	-	-	-	"ko00000,ko02000"	1.B.14	-	-	"Plug,TonB_dep_Rec"
WP_014907846.1	G	"Plays a role in peptidoglycan recycling by cleaving the terminal beta-1,4-linked N-acetylglucosamine (GlcNAc) from peptide-linked peptidoglycan fragments, giving rise to free GlcNAc, anhydro-N-acetylmuramic acid and anhydro-N-acetylmuramic acid-linked peptides"	nagZ	"GO:0000270,GO:0003674,GO:0003824,GO:0004553,GO:0004563,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006807,GO:0008150,GO:0008152,GO:0009254,GO:0009273,GO:0009987,GO:0015929,GO:0016787,GO:0016798,GO:0030203,GO:0042546,GO:0043170,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901564"	3.2.1.52	ko:K01207	"ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501"	M00628	"R00022,R05963,R07809,R07810,R10831"	RC00049	"ko00000,ko00001,ko00002,ko01000"	-	-	"iSFV_1184.SFV_1127,iUMN146_1321.UM146_11790"	Glyco_hydro_3
WP_014907847.1	M	Catalyzes the phosphorylation of thiamine to thiamine phosphate	thiK	"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019165,GO:0044237"	2.7.1.89	ko:K07251	"ko00730,ko01100,map00730,map01100"	-	R02134	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	-	-	"iE2348C_1286.E2348C_1198,iEC042_1314.EC042_1176,iECED1_1282.ECED1_1249,iECO111_1330.ECO111_1383,iECO26_1355.ECO26_1439,iECUMN_1333.ECUMN_1284"	"APH,Choline_kinase"
WP_014907848.1	L	dna polymerase iii	holB	"GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0032991,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:1901360,GO:1901576,GO:1902494,GO:1990234"	2.7.7.7	ko:K02341	"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440"	M00260	"R00375,R00376,R00377,R00378"	RC02795	"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400"	-	-	-	"DNA_pol3_delta2,DNApol3-delta_C"
WP_014907849.1	EH	4-amino-4-deoxychorismate lyase	pabC	"GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008696,GO:0009987,GO:0016829,GO:0016830,GO:0016833,GO:0019752,GO:0019842,GO:0030170,GO:0034641,GO:0036094,GO:0042558,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0044237,GO:0044281,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0070279,GO:0071704,GO:0097159,GO:1901360,GO:1901363,GO:1901564"	4.1.3.38	ko:K02619	"ko00790,map00790"	-	R05553	"RC01843,RC02148"	"ko00000,ko00001,ko01000"	-	-	"iAPECO1_1312.APECO1_177,iE2348C_1286.E2348C_1188,iECED1_1282.ECED1_1239,iECNA114_1301.ECNA114_1153,iECOK1_1307.ECOK1_1203,iECS88_1305.ECS88_1110,iECSF_1327.ECSF_0995,iECUMN_1333.ECUMN_1273,iJN746.PP_1917,iPC815.YPO1603,iUMN146_1321.UM146_11845,iUTI89_1310.UTI89_C1222,ic_1306.c1366"	Aminotran_4
WP_014907850.1	D	Maf-like protein	yceF	"GO:0003674,GO:0003824,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0047429"	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf
WP_014907852.1	J	Endoribonuclease that plays a central role in RNA processing and decay. Required for the maturation of 5S and 16S rRNAs and the majority of tRNAs. Also involved in the degradation of most mRNAs	rne	"GO:0000287,GO:0000966,GO:0000967,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004540,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008312,GO:0008995,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016787,GO:0016788,GO:0017151,GO:0019222,GO:0019439,GO:0019899,GO:0022607,GO:0022613,GO:0034470,GO:0034471,GO:0034641,GO:0034655,GO:0034660,GO:0042254,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043462,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0046872,GO:0048519,GO:0050789,GO:0050790,GO:0051095,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051336,GO:0060255,GO:0065003,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902280"	3.1.26.12	ko:K08300	"ko03018,map03018"	M00394	-	-	"ko00000,ko00001,ko00002,ko01000,ko03009,ko03019"	-	-	-	"PNPase_C,RNase_E_G,S1"
WP_014907853.1	K	transcriptional regulator	ttdR	-	-	-	-	-	-	-	-	-	-	-	"HTH_1,LysR_substrate"
WP_014907854.1	EGP	Major facilitator superfamily	ynfM_3	-	-	-	-	-	-	-	-	-	-	-	"MFS_1,Sugar_tr"
WP_014907855.1	E	Belongs to the MSOX MTOX family. MTOX subfamily	solA	"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016647,GO:0033554,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050131,GO:0050660,GO:0050662,GO:0050896,GO:0051716,GO:0055114,GO:0097159,GO:1901265,GO:1901363"	-	ko:K02846	-	-	-	-	"ko00000,ko01000"	-	-	iEC042_1314.EC042_1126	DAO
WP_014907857.1	P	periplasmic lipoprotein involved in iron transport	efeO	"GO:0000041,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006950,GO:0006979,GO:0008150,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009636,GO:0015684,GO:0016020,GO:0030001,GO:0030288,GO:0030313,GO:0031975,GO:0042221,GO:0042597,GO:0044464,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0070838,GO:0071944,GO:0072511"	-	ko:K07224	-	-	-	-	"ko00000,ko02000"	2.A.108.2.3	-	-	"Cupredoxin_1,Peptidase_M75"
WP_014907858.1	P	Iron Permease	efeU	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	ko:K07243	-	-	-	-	"ko00000,ko02000"	"2.A.108.1,2.A.108.2"	-	-	FTR1
WP_014907861.1	C	"Catalyzes the pyrimidine ring opening between N-3 and C- 4 by an unusual flavin hydroperoxide-catalyzed mechanism to yield ureidoacrylate peracid. It cleaves pyrmidine rings directly by adding oxygen atoms, making a toxic ureidoacrylate peracid product which can be spontaneously reduced to ureidoacrylate"	rutA	"GO:0003674,GO:0003824,GO:0004497,GO:0006139,GO:0006206,GO:0006208,GO:0006210,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0016491,GO:0017144,GO:0019740,GO:0019859,GO:0019860,GO:0034641,GO:0042737,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0046113,GO:0046483,GO:0046700,GO:0052614,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575"	1.14.99.46	ko:K09018	"ko00240,ko01100,map00240,map01100"	-	R09936	RC02732	"ko00000,ko00001,ko01000"	-	-	"iEC55989_1330.EC55989_1123,iECUMN_1333.ECUMN_1195"	Bac_luciferase
