Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,kpref
group_9999,,hypothetical protein;DNA polymerase III subunit theta;DNA polymerase III theta subunit,273,293,1.0732600732600732,1,12876,,,,90,375,244.89419795221843,
yfjZ_2~~~yfjZ_1~~~yfjZ~~~yafW_2~~~yafW_1,yfjZ_2;yfjZ_1;yfjZ;yafW_2;yafW_1,Putative antitoxin YfjZ;Antitoxin YafW,277,301,1.0866425992779782,1,12877,,,,252,495,329.8803986710964,
group_10000,,hypothetical protein,62,63,1.0161290322580645,1,12878,,,,1908,4287,4185.580645161291,
group_10001,,Protein of unknown function (DUF987);hypothetical protein,276,296,1.072463768115942,1,12879,,,,201,285,222.76013513513516,
klcA_4~~~klcA~~~klcA_2~~~klcA_1~~~klcA_3,klcA_4;klcA;klcA_2;klcA_1;klcA_3;,Antirestriction protein KlcA;Antirestriction protein,221,231,1.0452488687782806,1,12880,,,,159,483,453.974025974026,
group_10002,,;SulP family inorganic anion transporter;hypothetical protein,175,181,1.0342857142857145,1,12881,,,,234,1479,1424.4696132596684,
group_10003,,hypothetical protein,630,647,1.0269841269841269,1,12882,,,,417,795,778.6393188854489,
group_10004,,hypothetical protein;PsiA protein,631,641,1.0158478605388273,1,12883,,,,228,744,723.8746081504702,
yhdJ~~~yhdJ_2~~~yhdJ_4~~~yhdJ_1,yhdJ;yhdJ_2;yhdJ_4;yhdJ_1;,DNA adenine methyltransferase YhdJ;hypothetical protein;DNA methylase;NCBI Protein Cluster (PRK): DNA methyltransferase,119,129,1.084033613445378,1,12884,,,,108,768,687.4362017804154,
ecoRIIR_2~~~ecoRIIR~~~ecoRIIR_1,ecoRIIR_2;ecoRIIR;ecoRIIR_1;,Type-2 restriction enzyme EcoRII;hypothetical protein,289,306,1.0588235294117647,1,12885,,,,120,1215,1154.909090909091,
group_10005,,hypothetical protein,248,258,1.0403225806451613,1,12887,,,,141,309,234.07171314741035,Kp_03203
group_10006,,hypothetical protein;NCBIFAM: host specificity factor TipJ family phage tail protein,320,344,1.075,1,12888,,,,372,3081,2872.2804878048782,
xerC_4~~~xerD_1~~~xerD_2~~~xerC_1~~~xerD_3~~~xerD_4~~~xerD_5~~~xerD_7,xerC_4;xerD_1;xerD_2;xerC_1;xerD_3;xerD_4;;xerD_5;xerD_7,Tyrosine recombinase XerC;Tyrosine recombinase XerD;Phage integrase family,238,249,1.046218487394958,1,12889,,,,390,807,785.1219512195122,
group_10007,,hypothetical protein;NCBIFAM: ISL3 family transposase;Transposase,248,266,1.0725806451612905,1,12890,,,,504,1218,655.3924528301886,
group_10008,,hypothetical protein;MT-A70,300,330,1.1,1,12891,,,,168,849,641.9634146341464,
group_10009,,hypothetical protein;Putative transposase;Transposase zinc-binding domain;NCBIFAM: IS91 family transposase,189,200,1.058201058201058,1,12892,,,,168,1251,549.2261306532663,
iroN~~~iroN_2~~~iroN_1,iroN;iroN_2;iroN_1,siderophore salmochelin receptor IroN,52,55,1.0576923076923077,1,12893,,,,570,2178,2040.0,Kp_03204
group_10010,,Insertion sequence IS5376 putative ATP-binding protein;hypothetical protein,93,95,1.021505376344086,1,12894,,,,126,801,353.5125,
rffG_1~~~rffG_2~~~rffG_4~~~rffG_3,rffG_1;rffG_2;rffG_4;;rffG_3,dTDP-glucose 46-dehydratase;hypothetical protein,413,465,1.12590799031477,1,12895,,,,276,1293,1029.6652173913044,
group_10011,,nickel/cobalt efflux protein RcnA,141,146,1.0354609929078014,1,12896,,,,135,1143,1103.013698630137,
hin_3~~~hin_2~~~hin_1~~~hin~~~hin_4~~~hin_9~~~hin_7,hin_3;hin_2;hin_1;hin;hin_4;hin_9;;hin_7,DNA-invertase hin;hypothetical protein,203,217,1.0689655172413792,1,12897,,,,105,834,549.625,
group_10012,,hypothetical protein,220,223,1.0136363636363637,1,12899,,,,108,1023,405.7741935483871,
group_10013,,OsmC-like protein;hypothetical protein,172,179,1.0406976744186047,1,12900,,,,294,570,530.9832402234637,
group_10014,,Phage polarity suppression protein (Psu);hypothetical protein,306,330,1.0784313725490196,1,12901,,,,102,567,548.2752293577981,
pinR~~~pinR_3~~~pinR_1~~~pinR_2,pinR;pinR_3;pinR_1;pinR_2,Serine recombinase PinR,187,199,1.0641711229946524,1,12902,,,,246,756,574.4020100502513,
group_10015,,hypothetical protein,84,87,1.0357142857142858,1,12903,,,,222,222,222.0,
group_10016,,hypothetical protein,79,82,1.0379746835443038,1,12904,,,,186,294,292.6829268292683,
group_10017,,Carboxymuconolactone decarboxylase family;hypothetical protein,169,177,1.047337278106509,1,12905,,,,306,342,339.08474576271186,
ricR,;ricR,Metal-sensitive transcriptional repressor;Copper-sensing transcriptional repressor RicR;hypothetical protein,128,130,1.015625,1,12906,,,,270,270,270.0,
group_10018,,hypothetical protein,185,186,1.0054054054054054,1,12907,,,,207,273,214.30645161290323,
group_10019,,translesion error-prone DNA polymerase V autoproteolytic subunit;hypothetical protein,647,663,1.0247295208655331,1,12908,,,,120,429,419.24545454545455,
group_10020,,hypothetical protein;Major Facilitator Superfamily,129,132,1.0232558139534884,1,12909,,,,459,1353,1288.9923664122136,
group_10022,,translesion error-prone DNA polymerase V autoproteolytic subunit,43,46,1.069767441860465,1,12911,,,,240,462,455.2173913043478,
pfeA,;pfeA,hypothetical protein;TonB dependent receptor;JCVI: TonB-dependent copper receptor;IS1 transposase;Ferric enterobactin receptor,212,221,1.0424528301886793,1,12912,,,,369,2118,1911.0825688073396,
group_10023,,hypothetical protein;Domain of unknown function (DUF4942),91,121,1.3296703296703296,1,12913,,,,153,852,663.5338983050848,
group_10024,,hypothetical protein,103,110,1.0679611650485437,1,12914,,,,198,906,876.302752293578,
allB~~~allB_3~~~pyrC_2~~~allB_2~~~pyrC_1,allB;allB_3;pyrC_2;allB_2;pyrC_1;,allantoinase AllB;Dihydroorotase;hypothetical protein,103,110,1.0679611650485437,1,12915,,,,258,1347,1314.0277777777778,
hemB_2~~~hemB_1,hemB_2;hemB_1,porphobilinogen synthase;Delta-aminolevulinic acid dehydratase,102,108,1.0588235294117647,1,12916,,,,228,1023,996.0277777777778,
group_10025,,hypothetical protein;Family of unknown function (DUF5983),73,79,1.082191780821918,1,12917,,,,186,423,236.16455696202533,
group_10026,recQ_2,ATP-dependent DNA helicase RecQ,29,29,1.0,1,12918,,,,2568,2568,2568.0,
group_10031,,"hypothetical protein;""""",162,164,1.0123456790123455,1,12924,,,,135,1122,1089.9878048780488,Kp_02814
madF,madF,Biotin carrier protein MADF,415,415,1.0,1,12928,,,,213,219,218.98547215496367,
group_10033,,SMODS-associated and fused to various effectors sensor domain;hypothetical protein,50,50,1.0,1,12930,,,,996,1104,1101.75,
group_10034,,EAL domain-containing protein,44,45,1.0227272727272727,1,12931,,,,462,1431,1110.0666666666666,
group_10036,,hypothetical protein,34,34,1.0,1,12933,,,,246,246,246.0,
group_10041,,M20 family metallopeptidase;hypothetical protein,954,961,1.0073375262054507,1,12941,,,,282,1179,1130.2414151925077,Kp_02467
group_10051,,Phage capsid scaffolding protein (GPO) serine peptidase;hypothetical protein,200,201,1.005,1,12959,,,,387,840,834.4179104477612,
ttdA_2~~~ttdA_1~~~ttdA,ttdA_2;ttdA_1;ttdA,L(+)-tartrate dehydratase subunit alpha,185,185,1.0,1,12967,,,,516,846,843.4702702702702,
group_10059,,hypothetical protein,91,91,1.0,1,12974,,,,240,450,436.5957446808511,
group_10061,,hypothetical protein,47,47,1.0,1,12979,,,,108,108,108.0,
group_10062,,hypothetical protein,123,123,1.0,1,12981,,,,222,243,234.31967213114757,
group_10067,,hypothetical protein;Glycosyl transferase family 2,75,75,1.0,1,12990,,,,306,1026,1016.4,
group_10071,,hypothetical protein,132,132,1.0,1,12997,,,,390,390,390.0,
group_10074,,glycosyl hydrolase family 8;hypothetical protein,1382,1387,1.003617945007236,1,13003,,,,210,1002,997.3237202595528,Kp_04646
group_10081,,"hypothetical protein;""""",129,131,1.0155038759689925,1,13012,,,,108,993,959.8604651162792,
irp2~~~irp2_2~~~irp2_1~~~irp2_4~~~irp2_3,irp2;irp2_2;irp2_1;;irp2_4;irp2_3,yersiniabactin non-ribosomal peptide synthetase HMWP2;hypothetical protein,273,288,1.054945054945055,1,13032,,,,150,6156,5759.447916666667,Kp_03190
group_10097,,hypothetical protein,92,99,1.076086956521739,1,13036,,,,141,1191,1068.060606060606,
pla_1~~~pla,pla_1;pla,Coagulase/fibrinolysin,98,98,1.0,1,13041,,,,636,939,932.9690721649484,
group_10102,,AraC-type transcriptional regulator N-terminus;AraC family transcriptional regulator;hypothetical protein,824,828,1.0048543689320388,1,13047,,,,150,1146,916.6070133010884,
fabG_4~~~fabG_1~~~fabG_3~~~fabG_5~~~fabG_2,fabG_4;fabG_1;fabG_3;;fabG_5;fabG_2,3-oxoacyl-ACP reductase FabG;Uncharacterized oxidoreductase Rv0769;hypothetical protein;short chain dehydrogenase,741,746,1.0067476383265856,1,13048,,,,255,765,744.9571045576407,
group_10103,,hypothetical protein;VOC family protein,743,743,1.0,1,13049,,,,246,927,923.8627187079408,
group_10117,,LysR family transcriptional regulator,1313,1317,1.0030464584920031,1,13067,,,,210,900,886.645896656535,Kp_03009
group_10118,,MFS transporter,748,755,1.0093582887700534,1,13068,,,,114,1419,1299.8793103448277,Kp_02363
group_10120,,EamA family transporter,1365,1369,1.002930402930403,1,13071,,,,93,1188,895.1359649122807,Kp_04053
ybcO~~~ybcO_1,ybcO;ybcO_1,Putative nuclease YbcO,58,58,1.0,1,13072,,,,297,489,312.7241379310345,
citC_1~~~citC_2,citC_1;citC_2,[Citrate [pro-3S]-lyase] ligase,85,85,1.0,1,13074,,,,465,1059,1045.357142857143,
group_10128,,hypothetical protein,58,58,1.0,1,13083,,,,345,507,492.6206896551725,
group_10129,,LysR family transcriptional regulator,101,101,1.0,1,13084,,,,702,708,707.8125,
group_10130,,hypothetical protein,32,32,1.0,1,13085,,,,1518,1560,1558.645161290323,
group_10131,,MFS transporter,1348,1354,1.0044510385756678,1,13086,,,,177,1203,1192.1973392461198,Kp_02114
nfsA_2,;nfsA_2,NCBI Protein Cluster (PRK): oxygen-insensitive NADPH nitroreductase;nitroreductase NfsA,36,37,1.0277777777777777,1,13087,,,,279,843,808.6216216216217,
group_10132,,alpha/beta hydrolase,1348,1360,1.0089020771513353,1,13088,,,,168,1137,1045.2362030905076,Kp_02113
group_10133,,helix-turn-helix transcriptional regulator,93,93,1.0,1,13089,,,,246,246,246.0,
madC,;madC,biotin-independent malonate decarboxylase subunit beta;Malonyl-S-ACP:biotin-protein carboxyltransferase MADC,413,416,1.00726392251816,1,13092,,,,207,930,923.2843373493976,
group_10136,,AraC family transcriptional regulator,1372,1380,1.0058309037900874,1,13093,,,,180,915,871.1285403050109,Kp_02159
madB,;madB,hypothetical protein;Carboxybiotin decarboxylase;oxalacetate decarboxylase subunit beta,416,419,1.0072115384615383,1,13094,,,,99,1209,1195.5645933014357,
group_10137,,aminoimidazole riboside kinase,37,37,1.0,1,13095,,,,831,831,831.0,
group_10139,,hypothetical protein,43,43,1.0,1,13097,,,,246,246,246.0,
group_10141,,hypothetical protein,152,152,1.0,1,13101,,,,150,150,150.0,
group_10142,,hypothetical protein,219,219,1.0,1,13102,,,,138,183,182.4578313253012,
group_10152,,molecular chaperone,184,184,1.0,1,13117,,,,276,774,758.7065217391304,
group_10157,,hypothetical protein,75,75,1.0,1,13124,,,,435,945,914.7567567567568,
group_10163,,hypothetical protein,282,286,1.0141843971631206,1,13133,,,,105,837,340.4944237918216,Kp_00509
group_10165,,Domain of unknown function (DUF5066),165,165,1.0,1,13135,,,,651,651,651.0,
group_10167,,Glu/Leu/Phe/Val dehydrogenase,187,187,1.0,1,13137,,,,1164,1284,1270.909090909091,
group_10174,,DUF5107 domain-containing protein;hypothetical protein,1407,1435,1.0199004975124375,1,13145,,,,132,3276,3201.574912891986,Kp_03655
group_10175,,aldose 1-epimerase,1403,1407,1.0028510334996437,1,13146,,,,156,837,823.2359467455622,Kp_03653
group_10176,,Family of unknown function (DUF6402);hypothetical protein,27,30,1.1111111111111112,1,13147,,,,357,984,852.7,
fyuA~~~fyuA_1~~~fyuA_2,fyuA;fyuA_1;fyuA_2,siderophore yersiniabactin receptor FyuA,272,273,1.0036764705882353,1,13170,,,,705,2022,2007.309963099631,Kp_03195
group_10190,,hypothetical protein,92,92,1.0,1,13171,,,,741,741,741.0,
group_10193,,LysR family transcriptional regulator,121,122,1.008264462809917,1,13176,,,,456,894,888.6639344262295,
lpdA_2~~~lpdA_1~~~lpdA~~~lpdA_3,lpdA_2;lpdA_1;lpdA;;lpdA_3,dihydrolipoyl dehydrogenase;hypothetical protein,1072,1073,1.0009328358208955,1,13177,,,,213,1398,1389.2350746268658,Kp_01000
group_10194,,phospho-2-dehydro-3-deoxyheptonate aldolase,619,620,1.001615508885299,1,13178,,,,213,792,789.1790322580645,Kp_00998
group_10204,,hypothetical protein,50,51,1.02,1,13193,,,,174,888,858.7647058823529,
group_10206,,hypothetical protein,53,53,1.0,1,13196,,,,777,777,777.0,
group_10207,,hypothetical protein,122,122,1.0,1,13197,,,,561,1266,1206.0245901639344,
group_10212,,hypothetical protein,49,49,1.0,1,13203,,,,222,330,279.5217391304348,
group_10213,,hypothetical protein;Transposase IS66 family,187,187,1.0,1,13204,,,,393,564,562.1513513513513,
phnE_3,phnE_3,phosphonate ABC transporter permease protein PhnE,87,87,1.0,1,13209,,,,828,828,828.0,
phnC_2,phnC_2,phosphonate ABC transporter ATP-binding protein,87,87,1.0,1,13210,,,,828,828,828.0,
group_10218,,ABC transporter substrate-binding protein,1174,1183,1.0076660988074957,1,13212,,,,255,1722,1612.0837563451776,Kp_03321
group_10222,frlC,Fructoselysine 3-epimerase,38,38,1.0,1,13221,,,,828,828,828.0,
kdgR_2,kdgR_2,DNA-binding transcriptional regulator KdgR,119,119,1.0,1,13223,,,,828,828,828.0,
group_10230,,hypothetical protein,145,145,1.0,1,13233,,,,180,372,369.82758620689657,
malX_2~~~malX_1,malX_2;malX_1,maltose/glucose-specific PTS transporter subunit IIBC,54,54,1.0,1,13241,,,,471,1140,684.5106382978723,
argT_2,argT_2,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT,48,48,1.0,1,13249,,,,786,786,786.0,
group_10242,,hypothetical protein,153,153,1.0,1,13258,,,,234,234,234.0,
group_10245,,YfdX protein;hypothetical protein,172,172,1.0,1,13261,,,,507,888,885.7719298245614,
group_10246,,hypothetical protein,293,293,1.0,1,13263,,,,129,195,136.2577319587629,
group_10249,,JCVI: DotA/TraY family protein;hypothetical protein,39,39,1.0,1,13266,,,,2145,2145,2145.0,
group_10253,,hypothetical protein,145,145,1.0,1,13270,,,,333,366,365.5285714285714,
group_10255,,hypothetical protein,51,51,1.0,1,13272,,,,573,573,573.0,
group_10256,,hypothetical protein;fimbria/pilus periplasmic chaperone,345,346,1.0028985507246375,1,13273,,,,174,684,681.9364161849711,
group_10262,,molecular chaperone,42,42,1.0,1,13279,,,,678,678,678.0,
group_10263,,winged helix-turn-helix domain-containing protein,990,993,1.003030303030303,1,13280,,,,270,675,669.1580547112462,Kp_00385
group_10264,casA;,CRISPR system Cascade subunit CasA;JCVI: type I-E CRISPR-associated protein Cse1/CasA;CRISPR-associated protein Cse1 (CRISPR_cse1),264,266,1.0075757575757576,1,13281,,,,411,1566,1546.928571428571,
group_10269,,hypothetical protein;Helix-turn-helix domain,174,176,1.011494252873563,1,13286,,,,222,285,281.6686046511628,
group_10274,,hypothetical protein,95,95,1.0,1,13291,,,,261,648,640.578947368421,
group_10276,,hypothetical protein,454,454,1.0,1,13298,,,,159,390,388.6554054054054,
group_10277,,hypothetical protein,949,949,1.0,1,13299,,,,156,684,623.7640449438202,
group_10280,,hypothetical protein,134,134,1.0,1,13303,,,,162,657,531.0232558139535,
group_10281,,Family of unknown function (DUF6392);hypothetical protein,420,420,1.0,1,13305,,,,162,171,170.86893203883494,
group_10282,,ATP-binding sugar transporter from pro-phage;hypothetical protein,55,55,1.0,1,13306,,,,243,276,274.8,
group_10287,,fimbria/pilus outer membrane usher protein,81,82,1.0123456790123455,1,13311,,,,753,2493,2427.4074074074074,
group_10290,,fumarylacetoacetate hydrolase family protein,1390,1390,1.0,1,13314,,,,351,633,632.6309352517985,
group_10291,,Family of unknown function (DUF6404),32,32,1.0,1,13315,,,,360,540,365.8064516129032,
group_10301,,hypothetical protein,47,47,1.0,1,13325,,,,306,306,306.0,
group_10307,,DNA N-6-adenine-methyltransferase (Dam);hypothetical protein,123,125,1.016260162601626,1,13331,,,,141,681,582.216,
rnhA_2~~~rnhA_1,rnhA_2;rnhA_1,ribonuclease HI,114,114,1.0,1,13332,,,,357,651,596.2035398230089,
group_10310,paiA,Spermidine/spermine N(1)-acetyltransferase,60,60,1.0,1,13335,,,,519,519,519.0,
group_10311,,dihydrodipicolinate synthase family protein,42,42,1.0,1,13337,,,,417,651,422.57142857142856,
group_10314,,hypothetical protein,69,79,1.144927536231884,1,13342,,,,489,4041,3426.662337662337,
group_10320,,hypothetical protein,153,153,1.0,1,13351,,,,582,582,582.0,
group_10321,,hypothetical protein,153,153,1.0,1,13352,,,,300,336,300.2352941176471,
group_10323,,DUF2857 domain-containing protein,238,238,1.0,1,13354,,,,177,582,567.4615384615385,Kp_03198
group_10324,,DUF2145 domain-containing protein,16,16,1.0,1,13355,,,,825,825,825.0,Kp_01234
dnaT_1~~~dnaT_2,dnaT_1;dnaT_2,primosomal protein DnaT,47,47,1.0,1,13356,,,,984,984,984.0,
tssE_1~~~tssE_2,;tssE_1;tssE_2,hypothetical protein;type VI secretion system baseplate subunit TssE,265,266,1.0037735849056604,1,13368,,,,114,426,422.7518796992481,
tssG_1~~~tssG_2~~~tssG_3,tssG_1;tssG_2;tssG_3,type VI secretion system baseplate subunit TssG,264,266,1.0075757575757576,1,13369,,,,327,1083,1071.4736842105262,
group_10332,,hypothetical protein,36,36,1.0,1,13370,,,,909,1179,1171.2857142857142,
group_10341,,fimbrial protein,849,851,1.0023557126030624,1,13380,,,,183,552,547.9988249118684,Kp_03766
group_10345,,DUF6392 family protein,409,409,1.0,1,13385,,,,327,564,543.9024390243902,
group_10347,,MobC family replication-relaxation protein,43,43,1.0,1,13387,,,,222,747,308.4418604651163,
group_10351,,DUF6392 family protein,57,57,1.0,1,13393,,,,378,618,518.3454545454546,
group_10355,,GNAT family N-acetyltransferase,36,36,1.0,1,13399,,,,243,243,243.0,
metC_1~~~metC_2~~~metC_3,metC_1;metC_2;;metC_3,cystathionine beta-lyase;hypothetical protein;Cystathionine beta-lyase,226,228,1.008849557522124,1,13403,,,,204,1284,1169.8008849557525,
group_10359,,hypothetical protein;Phospholipid methyltransferase,207,207,1.0,1,13404,,,,321,525,523.6417910447761,
group_10366,,hypothetical protein,60,60,1.0,1,13414,,,,651,759,753.8135593220339,
bcsR,bcsR,cellulose biosynthesis protein BcsR,1385,1385,1.0,1,13422,,,,174,189,188.98914616497828,Kp_04642
group_10372,,fimbrial protein,43,43,1.0,1,13423,,,,513,513,513.0,
group_10374,,hypothetical protein;SNF2-related domain;Helicase conserved C-terminal domain,51,51,1.0,1,13425,,,,141,3249,1032.409090909091,
group_10376,,hypothetical protein,224,224,1.0,1,13427,,,,114,309,118.85714285714286,
group_10377,,molecular chaperone,302,304,1.0066225165562914,1,13428,,,,327,699,689.1953642384105,
group_10380,,hypothetical protein,100,100,1.0,1,13431,,,,183,975,656.04,
yfcR,;yfcR,hypothetical protein;Uncharacterized fimbrial-like protein YfcR,235,235,1.0,1,13433,,,,372,498,497.29487179487177,
group_10382,,hypothetical protein,30,30,1.0,1,13435,,,,309,354,310.7,
group_10387,,hypothetical protein,52,52,1.0,1,13441,,,,402,402,402.0,
group_10389,,hypothetical protein,80,80,1.0,1,13443,,,,519,573,535.875,
group_10396,,hypothetical protein,25,25,1.0,1,13451,,,,150,726,481.9565217391304,
group_10397,,"fimbrial protein;"""";hypothetical protein",43,46,1.069767441860465,1,13452,,,,267,1008,926.4130434782608,
