query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_9552	932213.SPM24T3_13725	4.82e-54	183.0	2E9A4@1|root,333I4@2|Bacteria,1NAHT@1224|Proteobacteria,1S5PX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9553	642227.HA49_15345	1.02e-41	140.0	COG0735@1|root,COG0735@2|Bacteria	2|Bacteria	P	belongs to the Fur family	fur	-	-	ko:K03466,ko:K03711	-	-	-	-	ko00000,ko03000,ko03036	3.A.12	-	-	FUR
iucD~~~iucD_2	1166016.W5S_0841	1.95e-291	799.0	COG3486@1|root,COG3486@2|Bacteria,1MX36@1224|Proteobacteria,1RNB9@1236|Gammaproteobacteria,1MTJ4@122277|Pectobacterium	1236|Gammaproteobacteria	Q	L-lysine 6-monooxygenase (NADPH-requiring)	iucD	-	1.14.13.195,1.14.13.196,1.14.13.59	ko:K03897,ko:K10531	ko00310,ko01120,map00310,map01120	-	R00448	RC00298	ko00000,ko00001,ko01000	-	-	-	K_oxygenase
group_9555	712898.Pvag_1391	3e-13	66.2	2E4GN@1|root,32ZBU@2|Bacteria,1N77S@1224|Proteobacteria,1SCDN@1236|Gammaproteobacteria,3W17K@53335|Pantoea	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1471)	bhsA	-	-	ko:K12151	-	-	-	-	ko00000,ko02048	-	-	-	DUF1471
feoB_1	642227.HA49_15355	1.51e-316	871.0	COG0370@1|root,COG0370@2|Bacteria,1R7Y1@1224|Proteobacteria,1S2D3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	50S ribosome-binding GTPase	-	-	-	-	-	-	-	-	-	-	-	-	Gate,MMR_HSR1
group_9556	592316.Pat9b_2138	1e-114	332.0	COG3179@1|root,COG3179@2|Bacteria,1RC1P@1224|Proteobacteria,1RN66@1236|Gammaproteobacteria,3W140@53335|Pantoea	1236|Gammaproteobacteria	S	Chitinase class I	-	-	-	ko:K03791	-	-	-	-	ko00000	-	GH19	-	Glyco_hydro_19,LysM
group_9557	573.JG24_10935	7.5e-153	429.0	COG3179@1|root,COG3179@2|Bacteria,1RC1P@1224|Proteobacteria,1RN66@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	PFAM glycoside hydrolase family 19	-	-	-	ko:K03791	-	-	-	-	ko00000	-	GH19	-	Glyco_hydro_19,LysM
traD_3	391735.Veis_3355	3.99e-165	467.0	COG1961@1|root,COG1961@2|Bacteria,1MVK6@1224|Proteobacteria,2VK2B@28216|Betaproteobacteria,4AH6H@80864|Comamonadaceae	28216|Betaproteobacteria	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
trpF_1~~~trpCF_2~~~trpF	1219035.NT2_02_03990	1.05e-94	282.0	COG0135@1|root,COG0135@2|Bacteria,1RA87@1224|Proteobacteria,2U7CH@28211|Alphaproteobacteria,2K03X@204457|Sphingomonadales	204457|Sphingomonadales	E	Belongs to the TrpF family	trpF	-	5.3.1.24	ko:K01817	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R03509	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	PRAI
group_9559	754331.AEME01000001_gene794	3.22e-54	170.0	2E3XV@1|root,32YUV@2|Bacteria,1N720@1224|Proteobacteria,1SCI4@1236|Gammaproteobacteria,3XR6E@561|Escherichia	1236|Gammaproteobacteria	S	Phage tail assembly chaperone proteins, E, or 41 or 14	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_7
group_9563	640513.Entas_2709	2.71e-157	450.0	2DBAD@1|root,2Z82M@2|Bacteria,1QWBK@1224|Proteobacteria,1S0TF@1236|Gammaproteobacteria,3X1HN@547|Enterobacter	1236|Gammaproteobacteria	S	Bacteriophage replication protein O	-	-	-	-	-	-	-	-	-	-	-	-	Phage_rep_O
group_9564	571.MC52_01575	1.02e-172	484.0	COG5532@1|root,COG5532@2|Bacteria,1MW4S@1224|Proteobacteria,1RY8Y@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Uncharacterized conserved protein (DUF2303)	yfdQ	-	-	-	-	-	-	-	-	-	-	-	DUF2303
virB1_1~~~virB1	1484157.PSNIH2_19810	3.33e-131	375.0	COG0741@1|root,COG0741@2|Bacteria,1N00I@1224|Proteobacteria,1SDEN@1236|Gammaproteobacteria,3W1HU@53335|Pantoea	1236|Gammaproteobacteria	M	Transglycosylase SLT domain	-	-	-	ko:K03194	ko03070,map03070	M00333	-	-	ko00000,ko00001,ko00002,ko02044	-	-	-	SLT
group_9566	1028307.EAE_22470	2.45e-144	409.0	28MEG@1|root,2ZAS3@2|Bacteria,1QJWH@1224|Proteobacteria,1RY3Q@1236|Gammaproteobacteria,3X05P@547|Enterobacter	1236|Gammaproteobacteria	L	YqaJ-like viral recombinase domain	exo	-	3.1.11.3	ko:K01143	-	-	-	-	ko00000,ko01000	-	-	-	YqaJ
group_9573	1225184.ALXE01000019_gene4146	7.05e-160	451.0	COG1846@1|root,COG1846@2|Bacteria,1PAYS@1224|Proteobacteria,1RYGR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	mobC	-	-	-	-	-	-	-	-	-	-	-	-
group_9574	10761.Q716F9_BPSFV	3.07e-245	677.0	4QAQE@10239|Viruses,4QUYF@35237|dsDNA viruses  no RNA stage,4QU2B@28883|Caudovirales,4QNWY@10744|Podoviridae	10744|Podoviridae	S	Pfam:Arm-DNA-bind_3	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9575	642227.HA49_01630	0.0	915.0	COG3378@1|root,COG4643@1|root,COG3378@2|Bacteria,COG4643@2|Bacteria,1MVGY@1224|Proteobacteria,1RQ3K@1236|Gammaproteobacteria,4BVMQ@82986|Tatumella	1236|Gammaproteobacteria	L	Zinc-binding domain of primase-helicase	-	-	-	ko:K06919	-	-	-	-	ko00000	-	-	-	D5_N,Pox_D5,Prim_Zn_Ribbon,Toprim_3
bla_1~~~bla_2	573.JG24_02180	9.81e-201	556.0	COG2367@1|root,COG2367@2|Bacteria,1NMW4@1224|Proteobacteria,1RWGW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Beta-lactamase	bla	-	3.5.2.6	ko:K17836,ko:K18767	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	br01600,ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
group_9578	1197719.A464_2031	1.12e-141	405.0	COG0484@1|root,COG0484@2|Bacteria,1QHJU@1224|Proteobacteria,1RQCY@1236|Gammaproteobacteria,3ZMHX@590|Salmonella	1236|Gammaproteobacteria	O	Antitermination protein	-	-	-	-	-	-	-	-	-	-	-	-	Antiterm
group_9581	1006004.GBAG_0178	1.79e-104	303.0	COG0454@1|root,COG0454@2|Bacteria,1RHV9@1224|Proteobacteria,1S7M7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_10,Acetyltransf_7
klcA_4~~~klcA_1~~~klcA_2~~~klcA_3	1197719.A464_plas0047	4.94e-83	253.0	2DBNV@1|root,2ZA66@2|Bacteria,1R9A6@1224|Proteobacteria,1S0ND@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Antirestriction protein	-	-	-	-	-	-	-	-	-	-	-	-	Antirestrict
group_9582	573.JG24_10030	4.68e-107	315.0	2DQWH@1|root,3392Z@2|Bacteria	2|Bacteria	S	Protein of unknown function (DUF3304)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3304
group_9583	1286170.RORB6_10315	2.96e-37	125.0	2CBE4@1|root,33KWN@2|Bacteria,1NPA1@1224|Proteobacteria,1SHE2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	ybl17	-	-	-	-	-	-	-	-	-	-	-	-
group_9584	573.JG24_21970	2.32e-98	293.0	2CM6Y@1|root,32SDV@2|Bacteria,1N0DS@1224|Proteobacteria,1S9D3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	head completion	L	-	-	-	-	-	-	-	-	-	-	-	Phage_GPL
group_9585	1115653.S5MQM0_9CAUD	9.8e-13	65.1	4QCNK@10239|Viruses,4QYQ9@35237|dsDNA viruses  no RNA stage,4QT18@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9588	55207.KP22_21170	2.09e-136	389.0	COG5314@1|root,COG5314@2|Bacteria,1R6MA@1224|Proteobacteria,1RNZ0@1236|Gammaproteobacteria,1MSPC@122277|Pectobacterium	1236|Gammaproteobacteria	U	Type IV secretion system proteins	virB5	-	-	ko:K03200	ko03070,map03070	M00333	-	-	ko00000,ko00001,ko00002,ko02044	3.A.7	-	-	T4SS
group_9590	573.JG24_22000	4e-57	177.0	2C59U@1|root,32Y4E@2|Bacteria,1N6SI@1224|Proteobacteria,1SD4X@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9591	573.JG24_10795	7.4e-23	89.7	2C035@1|root,3316Z@2|Bacteria,1NBZZ@1224|Proteobacteria,1SEG4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
higA_2~~~higA_1~~~higA	573.JG24_01335	1.01e-83	249.0	COG5499@1|root,COG5499@2|Bacteria,1RBYR@1224|Proteobacteria,1S260@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	ygjM	-	-	ko:K18831	-	-	-	-	ko00000,ko02048,ko03000	-	-	-	HTH_3
group_9597	1218086.BBNB01000014_gene2064	1.23e-148	422.0	28IWE@1|root,2Z8UQ@2|Bacteria,1PS44@1224|Proteobacteria,1RRB1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9599	1218086.BBNB01000014_gene2062	7.35e-81	240.0	2AYNF@1|root,31QSZ@2|Bacteria,1QNC9@1224|Proteobacteria,1TKZN@1236|Gammaproteobacteria,3WZIX@544|Citrobacter	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_7592	1005994.GTGU_01462	2.83e-75	226.0	2DMXP@1|root,32U9X@2|Bacteria,1REI0@1224|Proteobacteria,1S3UY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
yjiA_1~~~yjiA_2~~~yciC_2~~~yjiA_3~~~yciC_1~~~yciC_3	573.JG24_16530	0.0	968.0	COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,1RM8A@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	EAL,GAF,GAF_2,GGDEF,PAS_9
group_9601	371042.NG99_25385	5.66e-209	580.0	COG0614@1|root,COG0614@2|Bacteria,1MVBY@1224|Proteobacteria,1RQZ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	(ABC) transporter	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
merR~~~zntR_2~~~zntR_4~~~zntR_1	106648.BBLJ01000058_gene4153	1.52e-103	299.0	COG0789@1|root,COG0789@2|Bacteria,1MZ3P@1224|Proteobacteria,1S459@1236|Gammaproteobacteria,3NNJ9@468|Moraxellaceae	1236|Gammaproteobacteria	K	MerR, DNA binding	merR	-	-	ko:K08365	-	-	-	-	ko00000,ko03000	-	-	-	MerR,MerR-DNA-bind,MerR_1
group_9602	35703.DQ02_04465	2.87e-62	195.0	2EW4N@1|root,33PHU@2|Bacteria,1NTAJ@1224|Proteobacteria,1SJN9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pld_2~~~pld_1~~~pld_3~~~pld	571.MC52_29770	2.84e-118	340.0	COG1502@1|root,COG1502@2|Bacteria,1RH8R@1224|Proteobacteria,1S59Y@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	PLD-like domain	-	-	-	-	-	-	-	-	-	-	-	-	PLDc_2
group_9603	1042876.PPS_5232	4.65e-48	154.0	2C8CA@1|root,32RKU@2|Bacteria,1N0S9@1224|Proteobacteria,1S8RY@1236|Gammaproteobacteria,1YZ7N@136845|Pseudomonas putida group	1236|Gammaproteobacteria	S	MerE protein	merE	-	-	ko:K19059	-	-	-	-	ko00000,ko02000	1.A.72.5	-	-	MerE
group_9604	573.JG24_01655	9.39e-196	543.0	2C19W@1|root,32GWB@2|Bacteria,1MYMZ@1224|Proteobacteria,1S6KF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	This protein is essential for plasmid replication	repA1	-	-	-	-	-	-	-	-	-	-	-	IncFII_repA
iucA_1~~~iucA_2~~~iucA	199310.c3627	0.0	1065.0	COG4264@1|root,COG4264@2|Bacteria,1QUJJ@1224|Proteobacteria,1RQQ0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	Siderophore biosynthesis protein	iucA	-	6.3.2.38	ko:K03894	ko00310,ko01120,map00310,map01120	-	R10090	RC00064,RC00090	ko00000,ko00001,ko01000	-	-	-	Acetyltransf_8,FhuF,IucA_IucC
group_9605	573.JG24_08630	1.78e-60	189.0	2DPHA@1|root,3322X@2|Bacteria,1N9CV@1224|Proteobacteria,1SDK1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Phage head-tail joining protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_H_T_join
rrrD~~~rrrD_1~~~rrrD_2~~~rrrD_3~~~rrrD_4	571.MC52_23620	2.85e-110	318.0	COG3772@1|root,COG3772@2|Bacteria,1MZJD@1224|Proteobacteria,1S6BA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	lysozyme	ybcS	GO:0001906,GO:0001907,GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0008150,GO:0016032,GO:0016787,GO:0016798,GO:0019048,GO:0019058,GO:0019076,GO:0031640,GO:0035821,GO:0035890,GO:0035891,GO:0039633,GO:0040011,GO:0044003,GO:0044004,GO:0044364,GO:0044403,GO:0044419,GO:0044659,GO:0044661,GO:0051701,GO:0051704,GO:0051817,GO:0051818,GO:0051883,GO:0052126,GO:0052192,GO:0061783	3.2.1.17	ko:K01185	-	-	-	-	ko00000,ko01000	-	-	-	Phage_lysozyme
sapA_2~~~sapA_1~~~sapA_3	500640.CIT292_06929	0.0	1082.0	COG4166@1|root,COG4166@2|Bacteria,1P91R@1224|Proteobacteria,1T1RS@1236|Gammaproteobacteria,3WXI4@544|Citrobacter	1236|Gammaproteobacteria	E	Bacterial extracellular solute-binding proteins, family 5 Middle	sapA	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464	-	ko:K19226	ko01503,ko02010,map01503,map02010	M00739	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.5	-	-	SBP_bac_5
repA_1~~~repA~~~repA_3~~~repA_2	573.JG24_02480	3.48e-243	668.0	28P1U@1|root,2ZBY2@2|Bacteria,1RC4P@1224|Proteobacteria,1S2PD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	IncFII RepA protein family	repA	-	-	-	-	-	-	-	-	-	-	-	IncFII_repA
group_9611	1397284.AYMN01000081_gene2458	9.16e-268	738.0	COG4695@1|root,COG4695@2|Bacteria,1MUP5@1224|Proteobacteria,1RPB0@1236|Gammaproteobacteria,400QD@613|Serratia	1236|Gammaproteobacteria	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
virB5	1484157.PSNIH2_19845	3.5e-119	346.0	29YW6@1|root,30KSN@2|Bacteria,1Q06N@1224|Proteobacteria,1TGCE@1236|Gammaproteobacteria,3W1VV@53335|Pantoea	1236|Gammaproteobacteria	S	Type IV secretion system proteins	-	-	-	ko:K03200	ko03070,map03070	M00333	-	-	ko00000,ko00001,ko00002,ko02044	3.A.7	-	-	T4SS
group_9612	1484157.PSNIH2_19925	2.02e-76	233.0	2AV0Z@1|root,31KQU@2|Bacteria,1QIKI@1224|Proteobacteria,1TGFM@1236|Gammaproteobacteria,3W28V@53335|Pantoea	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
thrS_2~~~thrS_5~~~thrS_6~~~thrS_1~~~thrS_3	642227.HA49_15315	0.0	1118.0	COG0441@1|root,COG0441@2|Bacteria,1MUP2@1224|Proteobacteria,1RMYE@1236|Gammaproteobacteria,4BU7W@82986|Tatumella	1236|Gammaproteobacteria	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	thrS	-	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD
folE2	642227.HA49_15330	2.37e-193	541.0	COG1469@1|root,COG1469@2|Bacteria,1MV1B@1224|Proteobacteria,1RNDY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Converts GTP to 7,8-dihydroneopterin triphosphate	folE2	-	3.5.4.16	ko:K09007	ko00790,ko01100,map00790,map01100	M00126	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	-	GCHY-1
group_9617	573.JG24_08620	2.85e-28	107.0	296AN@1|root,2ZTKI@2|Bacteria,1P48F@1224|Proteobacteria,1ST9I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tmrB	1089551.KE386572_gene3401	1.15e-79	241.0	COG0645@1|root,COG0645@2|Bacteria,1N26X@1224|Proteobacteria,2UCN5@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	-
lacY~~~lacY_1	716541.ECL_03692	8.07e-290	793.0	COG2223@1|root,COG2223@2|Bacteria,1MYS9@1224|Proteobacteria,1RMRW@1236|Gammaproteobacteria,3X4CA@547|Enterobacter	1236|Gammaproteobacteria	P	LacY proton/sugar symporter	lacY	GO:0003674,GO:0005215,GO:0005351,GO:0005402,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015154,GO:0015155,GO:0015157,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015528,GO:0015672,GO:0015766,GO:0015767,GO:0015772,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0030246,GO:0030395,GO:0031224,GO:0031226,GO:0034219,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0048030,GO:0051179,GO:0051234,GO:0055085,GO:0070492,GO:0071702,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	-	ko:K02532	-	-	-	-	ko00000,ko02000	2.A.1.5	-	iAF1260.b0343,iAPECO1_1312.APECO1_1650,iB21_1397.B21_00301,iBWG_1329.BWG_3743,iE2348C_1286.E2348C_0298,iECABU_c1320.ECABU_c04330,iECBD_1354.ECBD_3314,iECB_1328.ECB_00297,iECDH10B_1368.ECDH10B_1356,iECDH1ME8569_1439.ECDH1ME8569_0330,iECD_1391.ECD_00297,iECED1_1282.ECED1_0371,iECO103_1326.ECO103_0325,iECO111_1330.ECO111_0379,iECO26_1355.ECO26_0379,iECOK1_1307.ECOK1_0335,iECP_1309.ECP_0416,iECS88_1305.ECS88_0350,iECSE_1348.ECSE_0368,iECUMN_1333.ECUMN_0386,iECW_1372.ECW_m0421,iEKO11_1354.EKO11_3499,iEcDH1_1363.EcDH1_3263,iEcE24377_1341.EcE24377A_0367,iEcSMS35_1347.EcSMS35_0374,iEcolC_1368.EcolC_3282,iJO1366.b0343,iJR904.b0343,iLF82_1304.LF82_1167,iNRG857_1313.NRG857_01660,iUMN146_1321.UM146_15590,iUMNK88_1353.UMNK88_393,iUTI89_1310.UTI89_C0370,iWFL_1372.ECW_m0421,iY75_1357.Y75_RS01770	LacY_symp
group_9616	1005995.GTPT_1595	1.22e-111	324.0	2DIG9@1|root,3036R@2|Bacteria,1RBPA@1224|Proteobacteria,1S2FC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
traD~~~traD_3~~~traD_1~~~traD_4~~~traD_2	754331.AEME01000001_gene3679	0.0	1348.0	COG3505@1|root,COG3505@2|Bacteria,1PWIG@1224|Proteobacteria,1RY3M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Type IV secretion system coupling protein	traD	-	-	-	-	-	-	-	-	-	-	-	TraD_N,TrwB_AAD_bind
group_9623	1006000.GKAS_03980	2.98e-34	125.0	2DGP9@1|root,2ZWSZ@2|Bacteria,1NJVE@1224|Proteobacteria,1SHZ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
vgrG_3~~~vgrG_4~~~vgrG_2~~~vgrG_1~~~vgrG_8~~~vgrG_6~~~vgrG~~~vgrG_5~~~vgrG_7	1267600.JFGT01000002_gene354	0.0	1228.0	COG3501@1|root,COG4253@1|root,COG3501@2|Bacteria,COG4253@2|Bacteria,1MU7Q@1224|Proteobacteria,1RN6G@1236|Gammaproteobacteria,3W04U@53335|Pantoea	1236|Gammaproteobacteria	S	Uncharacterized protein conserved in bacteria (DUF2345)	-	-	-	ko:K11904	ko03070,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	DUF2345,Phage_GPD,T6SS_Vgr
group_9627	1453496.AT03_11020	4.67e-278	761.0	COG0477@1|root,COG2814@2|Bacteria,1QUD1@1224|Proteobacteria,1RQ0V@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
group_9626	573.JG24_02235	3.28e-174	485.0	2DE5C@1|root,2ZKJR@2|Bacteria,1RBF6@1224|Proteobacteria,1S5GQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	TraX protein	-	-	-	-	-	-	-	-	-	-	-	-	TraX
group_9629	573.JG24_21965	4.69e-43	140.0	COG5004@1|root,COG5004@2|Bacteria,1N81H@1224|Proteobacteria,1SCK4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	tail protein x	X	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_X
noc_1~~~spo0C~~~noc~~~spo0C_1	1006004.GBAG_4367	1.67e-223	645.0	COG1475@1|root,COG1475@2|Bacteria,1MVF9@1224|Proteobacteria,1RR8P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	ParB-like nuclease domain	-	-	-	ko:K03497	-	-	-	-	ko00000,ko03000,ko03036,ko04812	-	-	-	ParBc
group_9628	35703.DQ02_04500	0.0	1278.0	28KC1@1|root,2Z9Z1@2|Bacteria,1MW96@1224|Proteobacteria,1RYPT@1236|Gammaproteobacteria,3WVA5@544|Citrobacter	1236|Gammaproteobacteria	S	Type-1V conjugative transfer system mating pair stabilisation	traN	-	-	ko:K12058	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TraN
group_7728	573.JG24_11020	1.32e-156	440.0	2DMC6@1|root,32IWX@2|Bacteria,1MYDQ@1224|Proteobacteria,1S7NM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9630	573.JG24_01375	2.56e-55	172.0	2F2RT@1|root,33VN2@2|Bacteria,1NX0P@1224|Proteobacteria,1SPKX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9632	35703.DQ02_04385	1.56e-51	163.0	2EAHA@1|root,334KG@2|Bacteria,1NB02@1224|Proteobacteria,1SCJY@1236|Gammaproteobacteria,3WZQ9@544|Citrobacter	1236|Gammaproteobacteria	S	Replication regulatory protein RepB	repB	-	-	-	-	-	-	-	-	-	-	-	RepB-RCR_reg
group_7745	571.MC52_30400	2.99e-170	477.0	COG2375@1|root,COG2375@2|Bacteria,1R69P@1224|Proteobacteria,1S1W0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	TraK protein	traK	-	-	ko:K12066	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TraK
copA_2~~~copA_7~~~copA_6~~~copA~~~silP~~~copA_3~~~copA_1~~~copA_4	911008.GLAD_01640	0.0	1530.0	COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	P-type atpase	copA1	-	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,Hydrolase,YHS
hin_3~~~hin_4~~~pinR~~~bin3~~~hin_1~~~hin_2~~~hin_7~~~pinR_2~~~hin	1211112.ALJC01000134_gene3399	1.98e-134	382.0	COG1961@1|root,COG1961@2|Bacteria,1R3XB@1224|Proteobacteria,1RSC2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Resolvase	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
group_9635	573.JG24_01595	1.42e-120	345.0	28JS6@1|root,2Z9HQ@2|Bacteria,1PH0Z@1224|Proteobacteria,1RZGV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9636	573.JG24_02855	1.04e-129	369.0	COG0526@1|root,COG0526@2|Bacteria,1RB73@1224|Proteobacteria,1S239@1236|Gammaproteobacteria	1236|Gammaproteobacteria	CO	F plasmid transfer operon protein	-	-	-	-	-	-	-	-	-	-	-	-	TraF
group_9638	35703.DQ02_04485	8.06e-74	221.0	2F1HG@1|root,33UHZ@2|Bacteria,1NUFM@1224|Proteobacteria,1SN5T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9644	571.MC52_15165	1.16e-55	177.0	2AVPW@1|root,31MH2@2|Bacteria,1RHXK@1224|Proteobacteria,1S6X4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_9642	571.MC52_00050	1.67e-94	276.0	COG1487@1|root,COG1487@2|Bacteria,1MZB6@1224|Proteobacteria,1S3CW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Toxic component of a toxin-antitoxin (TA) module. An RNase	vapC	-	-	ko:K18828	-	-	-	-	ko00000,ko01000,ko02048,ko03016	-	-	-	PIN
group_9643	571.MC52_30550	6.03e-52	166.0	2EFVP@1|root,331HM@2|Bacteria,1NCV1@1224|Proteobacteria,1SCYG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
